Document Nbr,Crash Date,Crash Year,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Roadway Alignment,Roadway Description,Intersection Type,RTE Name,SYSTEM,Node,RNS MP,x,y,Physical Juris Name,Pedestrian?,Bike?,Alcohol?,Speed?,Hitrun?,Motorcycle?,Night?,Distracted?,Drowsy?,Drug Related?,Young?,Senior?,Unrestrained?,School Zone,Work Zone Related,Traffic Control Type,Traffic Control Status,Functional Class,Area Type,Facility Type,Ownership,First Harmful Event,First Harmful Event Loc,Persons Injured,Pedestrians Killed,Pedestrians Injured,_source_state,_co_system_code,_co_agency_id,_co_rd_number,_co_location1,_co_location2,_co_city,_source_file
2600122,9/18/2025,2025,1050,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S CHAMBERS RD,NonVDOT secondary,E HESS RD & S CHAMBERS RD,,-104.80154,39.49283,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,PPD,1038,S CHAMBERS RD,E HESS RD,PARKER,crashlens_u5p9stw5.csv
2599635,9/18/2025,2025,1326,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,SKY RIDGE AVE,NonVDOT secondary,BELLWETHER LN & SKY RIDGE AVE,,-104.87763,39.53308,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,LNTRPD,0817,SKY RIDGE AVE,BELLWETHER LN,LONE TREE,crashlens_u5p9stw5.csv
2599625,9/18/2025,2025,1452,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Ramp-related,Ramp,I-25,Interstate,,193.482,-104.86826,39.53626,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,LNTRPD,025A,I-25,NB RAMP ENT FROM LINCOLN AVE,LONE TREE,crashlens_u5p9stw5.csv
2596386,9/18/2025,2025,1507,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,W WILDCAT RESERVE PKWY,NonVDOT secondary,W HIGHLANDS RANCH PKWY & W WILDCAT RESERVE PKWY,,-105.01669,39.53621,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,W WILDCAT RESERVE PKWY,W HIGHLANDS RANCH PKWY,,crashlens_u5p9stw5.csv
2599109,9/18/2025,2025,1518,O,0,0,0,0,Angle,Clear,Daylight,Dry,Downhill,At Intersection,Intersection,S PARKER RD,Primary,S PARKER RD & S PINE DR,58.500,-104.76174,39.50029,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,S PINE DR,PARKER,crashlens_u5p9stw5.csv
2596662,9/18/2025,2025,1638,C,0,0,0,1,Rear End,Clear,Daylight,Dry,Downhill,Intersection Related,Intersection,KENDRICK CASTILLO WAY,NonVDOT secondary,KENDRICK CASTILLO WAY & PARK CENTRAL DR,,-105.00819,39.55324,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,County Road,DSO,4700,KENDRICK CASTILLO WAY,PARK CENTRAL DR,,crashlens_u5p9stw5.csv
2606350,9/18/2025,2025,1809,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,C470,Primary,,24.2?,-104.90826,39.40757,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,State Highway,LNTRPD,470?,C470,QUEBEC ST,LONE TREE,crashlens_u5p9stw5.csv
2596378,9/18/2025,2025,1812,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,S UNIVERSITY BLVD,NonVDOT secondary,CRESTHILL LN & S UNIVERSITY BLVD,,-104.93094,39.54261,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,S UNIVERSITY BLVD,CRESTHILL LN,,crashlens_u5p9stw5.csv
2601177,9/18/2025,2025,1835,C,0,0,0,1,Angle,Clear,Dark – Lighted,Dry,Straight/Level,At Intersection,Intersection,HIGHWAY 85,Primary,C470 & HIGHWAY 85,200?,-105.03296,39.56491,DOUGLAS,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,State Highway,CSP,85?,HIGHWAY 85,C470,,crashlens_u5p9stw5.csv
2596531,9/18/2025,2025,1844,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S UNIVERSITY BLVD,NonVDOT secondary,S UNIVERSITY BLVD & TEAL RIDGE CT,,-104.93767,39.54274,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,County Road,DSO,4700,S UNIVERSITY BLVD,TEAL RIDGE CT,,crashlens_u5p9stw5.csv
2597780,9/18/2025,2025,1848,O,0,0,0,0,Rear End,Clear,Dawn or Dusk,Dry,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,23.269,-104.92072,39.56372,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CSP,470A,C-470,MM 23.269,,crashlens_u5p9stw5.csv
2597417,9/18/2025,2025,2316,O,0,0,0,0,Fixed Object - Off Road,Clear,Dark – Lighted,Dry,Straight/Level,Non-Intersection,Non-Intersection,CORNERSTONE,NonVDOT secondary,,,-104.78631,39.53404,DOUGLAS,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,,,,,,,Tree,Ran off left side,0,,,colorado,County Road,DSO,4700,CORNERSTONE,LINCOLN AVE,,crashlens_u5p9stw5.csv
2596438,9/18/2025,2025,2336,O,0,0,0,0,Non-Collision,Clear,Dark – Unlighted,Dry,Straight/Level,At Intersection,Intersection,ENDERUD BLVD,NonVDOT secondary,ENDERUD BLVD & LANTERN TRL,,-104.81282,39.36951,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Ground,"Ran off ""T"" intersection",0,,,colorado,City Street,CRPD,0185,ENDERUD BLVD,LANTERN TRL,CASTLE ROCK,crashlens_u5p9stw5.csv
2602015,9/19/2025,2025,0928,O,0,0,0,0,Fixed Object in Road,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,11909 S PARKER RD,Primary,,0?,-104.76174,39.50029,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Vehicle Debris or Cargo,Ran off right side,0,,,colorado,State Highway,PPD,083A?,11909 S PARKER RD,E INDIAN PIPE LN,PARKER,crashlens_u5p9stw5.csv
2597390,9/19/2025,2025,0930,O,0,0,0,0,Fixed Object - Off Road,Clear,Daylight,Dry,Straight/Level,Express/Managed/HOV Lane,Non-Intersection,I-25,Interstate,,178.884,-104.87632,39.33826,DOUGLAS,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,Concrete Highway Barrier,Center median/ Island,0,,,colorado,Interstate Highway,DSO,025A,I-25,PLUM CREEK PKWY,CASTLE ROCK,crashlens_u5p9stw5.csv
2596694,9/19/2025,2025,1232,B,0,0,1,0,Rear End,Clear,Daylight,Dry,Curve Right,Ramp-related,Ramp,E-470 WB OFF RAMP,Primary,,0.469,-104.86171,39.55501,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,State Highway,DSO,470B,E-470 WB OFF RAMP,JAMAICA ST,,crashlens_u5p9stw5.csv
2596646,9/19/2025,2025,1301,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,E WILDCAT RESERVE PKWY,NonVDOT secondary,E WILDCAT RESERVE PKWY & TIMBERCHASE TRL,,-104.95858,39.52423,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,E WILDCAT RESERVE PKWY,TIMBERCHASE TRL,,crashlens_u5p9stw5.csv
2596714,9/19/2025,2025,1357,B,0,0,1,0,Sideswipe - Opposite Direction,Clear,Daylight,Dry,"Curve Right, Downhill",Non-Intersection,Non-Intersection,S RAMPART RANGE RD,NonVDOT secondary,,,-105.08489,39.3492,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Side to Side-Opposite Direction,On Roadway,1,,,colorado,County Road,DSO,4700,S RAMPART RANGE RD,SUNSET POINT FS RD,,crashlens_u5p9stw5.csv
2596447,9/19/2025,2025,1416,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,CASTLEGATE DR W,NonVDOT secondary,CASTLE ROCK PKWY & CASTLEGATE DR W,,-104.88519,39.4237,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,City Street,CRPD,0185,CASTLEGATE DR W,CASTLE ROCK PKWY,CASTLE ROCK,crashlens_u5p9stw5.csv
2602435,9/19/2025,2025,1500,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Uphill,Non-Intersection,Non-Intersection,INTERSTATE 25,Interstate,,,-104.86065,39.37985,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,CSP,,INTERSTATE 25,,,crashlens_u5p9stw5.csv
2600261,9/19/2025,2025,1600,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,190.000,-104.87358,39.49377,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Other Non-Collision,On Roadway,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 190,,crashlens_u5p9stw5.csv
2600123,9/19/2025,2025,1627,O,0,0,0,0,Angle,Clear,Daylight,Dry,Uphill,At Intersection,Intersection,E HILLTOP RD,NonVDOT secondary,E HILLTOP RD & S PINE DR,,-104.75945,39.50978,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,PPD,1038,E HILLTOP RD,S PINE DR,PARKER,crashlens_u5p9stw5.csv
2597050,9/19/2025,2025,1705,B,0,0,1,0,Bicyclist,Clear,Daylight,Dry,"Curve Right, Downhill",Roundabout,Roundabout,MIKELSON BLVD,NonVDOT secondary,MIKELSON BLVD & MITCHELL ST,,-104.79819,39.36632,DOUGLAS,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Bicycle/Motorized Bicycle,On Roadway,1,,,colorado,City Street,CRPD,0185,MIKELSON BLVD,MITCHELL ST,CASTLE ROCK,crashlens_u5p9stw5.csv
2597015,9/19/2025,2025,1725,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,WOLFENSBERGER RD,NonVDOT secondary,,,-104.86956,39.38025,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,City Street,CRPD,0185,WOLFENSBERGER RD,PRAIRIE HAWK DR,CASTLE ROCK,crashlens_u5p9stw5.csv
2600228,9/19/2025,2025,1800,C,0,0,0,1,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,190.024,-104.87371,39.49409,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,Interstate Highway,CSP,025A,I-25,MM 190.024,,crashlens_u5p9stw5.csv
2596109,9/19/2025,2025,1808,O,0,0,0,0,Rear End,Cloudy,Daylight,Dry,Downhill,Ramp,Ramp,C-470,Primary,,19.599,-104.98791,39.56499,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CSP,470A,C-470,S BROADWAY,,crashlens_u5p9stw5.csv
2600269,9/20/2025,2025,0000,O,0,0,0,0,Fixed Object - Off Road,Clear,Dark – Unlighted,Dry,Downhill,Non-Intersection,Non-Intersection,HWY 86,Primary,,7.944,-104.73386,39.38641,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Tree,Ran off right side,0,,,colorado,State Highway,CSP,086A,HWY 86,MM 7.944,,crashlens_u5p9stw5.csv
2597478,9/20/2025,2025,0151,O,0,0,0,0,Other Animal,Clear,Dark – Unlighted,Dry,Straight/Level,Non-Intersection,Non-Intersection,SPRUCE MOUNTAIN RD,NonVDOT secondary,,,-104.88638,39.21203,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,County Road,DSO,4700,SPRUCE MOUNTAIN RD,FOX FARM RD,,crashlens_u5p9stw5.csv
2596696,9/20/2025,2025,0705,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S COLORADO BLVD,NonVDOT secondary,E COUNTY LINE RD & S COLORADO BLVD,,-104.94172,39.56605,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Front,On Roadway,0,,,colorado,County Road,DSO,4700,S COLORADO BLVD,E COUNTY LINE RD,,crashlens_u5p9stw5.csv
2599156,9/20/2025,2025,1000,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Uphill,Non-Intersection,Non-Intersection,I-25,Interstate,,194.986,-104.87222,39.56502,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,LNTRPD,025A,I-25,COUNTY LINE RD,LONE TREE,crashlens_u5p9stw5.csv
2601040,9/20/2025,2025,1014,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,HIGHWAY 470,Primary,,21?,-104.96012,39.56345,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CSP,470?,HIGHWAY 470,,,crashlens_u5p9stw5.csv
2596434,9/20/2025,2025,1041,O,0,0,0,0,Angle,Cloudy,Daylight,Dry,Uphill,At Intersection,Intersection,PRAIRIE HAWK DR,NonVDOT secondary,LIMELIGHT AVE & PRAIRIE HAWK DR,,-104.88095,39.40029,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,PRAIRIE HAWK DR,LIMELIGHT AVE,CASTLE ROCK,crashlens_u5p9stw5.csv
2596414,9/20/2025,2025,1118,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,W BOWLES AVE,Primary,S SANTA FE DR & W BOWLES AVE,185.117,-105.02077,39.61312,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,LTPD,085B,W BOWLES AVE,S SANTA FE DR,CASTLE ROCK,crashlens_u5p9stw5.csv
2603184,9/20/2025,2025,1142,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,INTERSTATE 25,Interstate,,,-104.87954,39.2447,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,CSP,,INTERSTATE 25,,,crashlens_u5p9stw5.csv
2609120,9/20/2025,2025,1224,O,0,0,0,0,Other,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,TUMBLE BRUSH ST,NonVDOT secondary,E PINE DROP AVE & TUMBLE BRUSH ST,,,,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Parked Motor Vehicle,On Roadway,0,,,colorado,City Street,PPD,1038,TUMBLE BRUSH ST,E PINE DROP AVE,PARKER,crashlens_u5p9stw5.csv
2596443,9/20/2025,2025,1241,O,0,0,0,0,Angle,Clear,Daylight,Dry,Uphill,Driveway Access Related,Driveway,FACTORY SHOPS BLVD,NonVDOT secondary,,,-104.87288,39.4118,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,FACTORY SHOPS BLVD,NEW MEMPHIS CT,CASTLE ROCK,crashlens_u5p9stw5.csv
2598550,9/20/2025,2025,1241,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,FOUNDERS PKWY,Primary,FOUNDERS PKWY & FRONT ST,100.382,-104.86232,39.41099,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,State Highway,CRPD,086B,FOUNDERS PKWY,FRONT ST,CASTLE ROCK,crashlens_u5p9stw5.csv
2606128,9/20/2025,2025,1251,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,INTERSTATE 25,Interstate,,,-104.89592,39.26742,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,CSP,,INTERSTATE 25,,,crashlens_u5p9stw5.csv
2600368,9/20/2025,2025,1300,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Curve Right,Non-Intersection,Non-Intersection,I-25,Interstate,,174.322,-104.89752,39.27521,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 174.322,,crashlens_u5p9stw5.csv
2601184,9/20/2025,2025,1304,C,0,0,0,3,Rear End,Cloudy,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,INTERSTATE 25,Interstate,,,-104.89746,39.27722,DOUGLAS,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,3,,,colorado,Interstate Highway,CSP,,INTERSTATE 25,,,crashlens_u5p9stw5.csv
2600345,9/20/2025,2025,1350,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Downhill,Non-Intersection,Non-Intersection,I-25,Interstate,,171.449,-104.87721,39.23714,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,CSP,025A,I-25,MM 171.449,,crashlens_u5p9stw5.csv
2598895,9/20/2025,2025,1608,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,Driveway Access Related,Driveway,N WILCOX ST,NonVDOT secondary,,,-104.85993,39.37778,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,N WILCOX ST,EIGHTH ST,CASTLE ROCK,crashlens_u5p9stw5.csv
2599595,9/20/2025,2025,1634,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,Driveway Access Related,Driveway,LINCOLN AVE,NonVDOT secondary,,,-104.85174,39.53621,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Front,On Roadway,0,,,colorado,City Street,LNTRPD,0817,LINCOLN AVE,OSWEGO ST,LONE TREE,crashlens_u5p9stw5.csv
2596099,9/20/2025,2025,1706,C,0,0,0,1,Rear End,Cloudy,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,168.857,-104.86086,39.20656,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,Interstate Highway,CSP,025A,I-25,MM 168.857,,crashlens_u5p9stw5.csv
2599828,9/20/2025,2025,1952,O,0,0,0,0,Angle,Rain,Dark – Lighted,Wet,Straight/Level,Driveway Access Related,Driveway,CENTENNIAL BLVD,NonVDOT secondary,,,-104.98992,39.56154,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,County Road,DSO,4700,CENTENNIAL BLVD,S BROADWAY,,crashlens_u5p9stw5.csv
2598720,9/20/2025,2025,2149,B,0,0,2,0,Fixed Object - Off Road,Clear,Dark – Lighted,Dry,Straight/Level,At Intersection,Intersection,HWY 85,Primary,HWY 85 & W HIGHLANDS RANCH PKWY,198.534,-105.03641,39.53817,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Curb,Ran off right side,2,,,colorado,State Highway,DSO,085B,HWY 85,W HIGHLANDS RANCH PKWY,,crashlens_u5p9stw5.csv
2600758,9/20/2025,2025,2233,O,0,0,0,0,Other,Cloudy,Dark – Lighted,Wet,Straight/Level,Non-Intersection,Non-Intersection,S PIKES PEAK DR,NonVDOT secondary,,,-104.76287,39.51183,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Parked Motor Vehicle,On Roadway,0,,,colorado,City Street,PPD,1038,S PIKES PEAK DR,S RODEO CIR,PARKER,crashlens_u5p9stw5.csv
2602571,9/21/2025,2025,0557,O,0,0,0,0,Rear End,Clear,Dark – Lighted,Dry,Straight/Level,Driveway Access Related,Driveway,I-,Interstate,,,-104.90826,39.40757,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,LNTRPD,,,,LONE TREE,crashlens_u5p9stw5.csv
2596404,9/21/2025,2025,0741,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Curve Left,Intersection Related,Intersection,W HIGHLANDS RANCH PKWY,NonVDOT secondary,W HIGHLANDS RANCH PKWY & WESTRIDGE VILLAGE PKWY,,-105.02228,39.53336,DOUGLAS,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,W HIGHLANDS RANCH PKWY,WESTRIDGE VILLAGE PKWY,,crashlens_u5p9stw5.csv
2599166,9/21/2025,2025,0850,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,LINCOLN AVE,NonVDOT secondary,,,-104.88564,39.53637,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,City Street,LNTRPD,0817,LINCOLN AVE,YOSEMITE ST,LONE TREE,crashlens_u5p9stw5.csv
2596449,9/21/2025,2025,1115,B,0,0,1,0,Rear End,Clear,Daylight,Dry,Uphill,Non-Intersection,Non-Intersection,FOUNDERS PKWY,Primary,,184.677,-104.86823,39.41265,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,State Highway,CRPD,085B,FOUNDERS PKWY,ALLEN WAY,CASTLE ROCK,crashlens_u5p9stw5.csv
2597317,9/21/2025,2025,1230,C,0,0,0,1,Non-Collision,Clear,Daylight,Dry,Downhill,Non-Intersection,Non-Intersection,HWY 83,Primary,,56.533,-104.75827,39.474,DOUGLAS,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,Overturning/Rollover,On Roadway,1,,,colorado,State Highway,CSP,083A,HWY 83,MM 56.533,,crashlens_u5p9stw5.csv
2597806,9/21/2025,2025,1637,B,0,0,4,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,N DELBERT RD,NonVDOT secondary,BUCKBOARD RD & N DELBERT RD,,-104.66123,39.53604,DOUGLAS,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,4,,,colorado,County Road,DSO,4700,N DELBERT RD,BUCKBOARD RD,,crashlens_u5p9stw5.csv
2599905,9/21/2025,2025,1825,B,0,0,2,0,Rear End,Clear,Daylight,Dry,Hill Crest,Non-Intersection,Non-Intersection,HWY 86,Primary,,10.000,-104.69854,39.37761,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,,,,,Front to Rear,On Roadway,2,,,colorado,State Highway,CSP,086A,HWY 86,MM 10,,crashlens_u5p9stw5.csv
2600110,9/21/2025,2025,2211,O,0,0,0,0,Angle,Clear,Dark – Lighted,Dry,Straight/Level,At Intersection,Intersection,S PARKER RD,Primary,E MAINSTREET & S PARKER RD,59.776,-104.76491,39.51874,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,E MAINSTREET,PARKER,crashlens_u5p9stw5.csv
2598368,9/22/2025,2025,0354,C,0,0,0,1,Rear End,Clear,Dark – Unlighted,Dry,Straight/Level,Non-Intersection,Non-Intersection,I-25,Interstate,,187.454,-104.87497,39.45702,DOUGLAS,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,Interstate Highway,CSP,025A,I-25,MM 187.454,,crashlens_u5p9stw5.csv
2597019,9/22/2025,2025,0608,O,0,0,0,0,Other Animal,Cloudy,Dawn or Dusk,Dry,"Curve Right, Downhill",Non-Intersection,Non-Intersection,S QUEBEC ST,NonVDOT secondary,,,-104.91462,39.54061,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,County Road,DSO,4700,S QUEBEC ST,E DUTCH CREEK ST,,crashlens_u5p9stw5.csv
2604721,9/22/2025,2025,0620,O,0,0,0,0,Rear End,Clear,Dawn or Dusk,Dry,Straight/Level,Non-Intersection,Non-Intersection,INTERSTATE 25,Interstate,,,-104.86415,39.20855,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,Interstate Highway,CSP,,INTERSTATE 25,,,crashlens_u5p9stw5.csv
2597364,9/22/2025,2025,0740,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,16.731,-105.03848,39.56501,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CSP,470A,C-470,MM 16.731,,crashlens_u5p9stw5.csv
2597329,9/22/2025,2025,0814,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,17.981,-105.01576,39.56211,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CSP,470A,C-470,MM 17.981,,crashlens_u5p9stw5.csv
